"","shop","URL","type","name","ingredients","Valeurs Energétiques en Kj (ap100g/ml)","Valeurs Energétiques en Kcal (ap100g/ml)","Matières grasses (en g) (ap100g/ml)","dont acides gras saturés (en g) (ap100g/ml)","Glucides (en g) (ap100g/ml)","dont sucres (en g) (ap100g/ml)","Protéines (en g) (ap100g/ml)","Sel (en g) (ap100g/ml)","Valeurs Energétiques en Kj (ap_jour_%)","Valeurs Energétiques en Kcal (ap_jour_%)","Matières grasses (en g) (ap_jour_%)","dont acides gras saturés (en g) (ap_jour_%)","Glucides (en g) (ap_jour_%)","dont sucres (en g) (ap_jour_%)","Protéines (en g) (ap_jour_%)","Sel (en g) (ap_jour_%)","Fibres alimentaires (en g) (ap100g/ml)","Fibres alimentaires (en g) (ap_jour_%)","Vitamine D (en µg) (ap100g/ml)","Calcium (en mg) (ap100g/ml)","Vitamine D (en µg) (ap_jour_%)","Calcium (en mg) (ap_jour_%)","Amidon (en g) (ap100g/ml)","Vitamine E (en mg) (ap100g/ml)","Vitamine C (en mg) (ap100g/ml)","Vitamine B6 (en mg) (ap100g/ml)","Potassium (en mg) (ap100g/ml)","Chlorure (en mg) (ap100g/ml)","Magnésium (en mg) (ap100g/ml)","Zinc (en mg) (ap100g/ml)","Amidon (en g) (ap_jour_%)","Vitamine E (en mg) (ap_jour_%)","Vitamine C (en mg) (ap_jour_%)","Vitamine B6 (en mg) (ap_jour_%)","Potassium (en mg) (ap_jour_%)","Chlorure (en mg) (ap_jour_%)","Magnésium (en mg) (ap_jour_%)","Zinc (en mg) (ap_jour_%)","Vitamine A (en µg) (ap100g/ml)","Vitamine K (en µg) (ap100g/ml)","Thiamine (en mg) (ap100g/ml)","Riboflavine (en mg) (ap100g/ml)","Niacine (en mg) (ap100g/ml)","Acide folique (en µg) (ap100g/ml)","Vitamine B12 (en µg) (ap100g/ml)","Acide pantothénique (en mg) (ap100g/ml)","Phosphore (en mg) (ap100g/ml)","Fer (en mg) (ap100g/ml)","Cuivre (en mg) (ap100g/ml)","Manganèse (en mg) (ap100g/ml)","Fluorure (en mg) (ap100g/ml)","Iode (en µg) (ap100g/ml)","Vitamine A (en µg) (ap_jour_%)","Vitamine K (en µg) (ap_jour_%)","Thiamine (en mg) (ap_jour_%)","Riboflavine (en mg) (ap_jour_%)","Niacine (en mg) (ap_jour_%)","Acide folique (en µg) (ap_jour_%)","Vitamine B12 (en µg) (ap_jour_%)","Acide pantothénique (en mg) (ap_jour_%)","Phosphore (en mg) (ap_jour_%)","Fer (en mg) (ap_jour_%)","Cuivre (en mg) (ap_jour_%)","Manganèse (en mg) (ap_jour_%)","Fluorure (en mg) (ap_jour_%)","Iode (en µg) (ap_jour_%)"
"107","Auchan","https://www.auchan.fr/perle-de-lait-yaourt-nature-8x125g/pr-328681","adult","PERLE DE LAIT Yaourt nature 8x125g","Ingrédients : LAIT écrémé - CREME - Amidon transformé de riz - Poudre de LAIT écrémé - Ferments lactiques (LAIT). LAIT d’origine France","
            463
        ","
            111
        ","
            8.9
        ","
            5.9
        ","
            3.7
        ","
            2.8
        ","
            3.2
        ","
            0.13
        ",NA,NA,NA,NA,NA,NA,NA,NA,"
            0.1
        ",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","Auchan","https://www.auchan.fr/la-laitiere-yaourt-nature-bio-4x125g/pr-168661","adult","LA LAITIERE Yaourt nature bio 4x125g","Ingrédients : Ingrédients : LAIT écrémé* (89,2%), crème* (LAIT), poudre de LAIT écrémé*, ferments lactiques. *Issu de l'agriculture biologique. Lait origine France","
            303
        ","
            72
        ","
            3.8
        ","
            2.5
        ","
            5
        ","
            4.9
        ","
            3.9
        ","
            0.16
        ",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","Auchan","https://www.auchan.fr/danone-yaourt-nature-16x125g/pr-160195","adult","Danone Yaourt nature 16x125g","LAIT partiellement écrémé&#xa0; à 1 % Mat. Gr. (94,7%) LAIT écrémé concentréou en poudre (5,2%) ferments lactiques (LAIT) LAIT : Origine France","
            195
        ","
            46
        ","
            1
        ","
            0.6
        ","
            5.3
        ","
            5.3
        ","
            4
        ","
            0.15
        ","
            3
        ","
            3
        ","
            2
        ","
            4
        ","
            3
        ","
            7
        ","
            10
        ","
            3
        ","0","0","0","
            142
        ","0","
            18
        ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","Auchan","https://www.auchan.fr/auchan-bio-yaourt-nature-au-lait-entier-12x125g/pr-42605","adult","AUCHAN BIO Yaourt nature au lait entier 12x125g","Lait  entier*, poudre de lait écrémé* , ferments  lactiques .   * biologique  Elaboré à partir de lait origine France","
            281.4
        ","
            67.3
        ","
            3.7
        ","
            2.5
        ","
            5
        ","
            4.8
        ","
            3.5
        ","
            0.1
        ",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","Auchan","https://www.auchan.fr/danone-yaourt-nature-4x125g/pr-160223","adult","Danone Yaourt nature 4x125g","LAIT partiellement écrémé&#xa0; à 1 % Mat. Gr. (94,7%) LAIT écrémé concentré ou en poudre (5,2%) ferments lactiques (LAIT) LAIT : Origine France","
            195
        ","
            46
        ","
            1
        ","
            0.6
        ","
            5.3
        ","
            5.3
        ","
            4
        ","
            0.15
        ","
            3
        ","
            3
        ","
            2
        ","
            4
        ","
            3
        ","
            7
        ","
            10
        ","
            3
        ","0","0","0","
            142
        ","0","
            18
        ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","Auchan","https://www.auchan.fr/auchan-mousse-sur-fromage-frais-8x100g/pr-33068","adult","AUCHAN Mousse sur fromage frais 8x100g","Fromage frais au  lait  pasteurisé 71.4%, mousse de crème 28.6% (crème de  lait , gélatine de porc, ferments lactiques (contient  lait )).","
            604
        ","
            146
        ","
            11.5
        ","
            7.5
        ","
            3.6
        ","
            3.6
        ","
            6.9
        ","
            0.08
        ",NA,NA,NA,NA,NA,NA,NA,NA,"
            0
        ",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","Auchan","https://www.auchan.fr/vrai-yaourt-nature-bio-4x125g/pr-790880","adult","VRAI Yaourt nature bio 4x125g","Ingrédients : LAIT à 2% de matière grasse*, LAIT écrémé en poudre, ferments lactiques sélectionnés  * Issus de l'agriculture biologique","
            233
        ","
            55
        ","
            1.8
        ","
            1.2
        ","
            5.6
        ","
            4.5
        ","
            4.2
        ","
            0.13
        ",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","Auchan","https://www.auchan.fr/la-laitiere-yaourt-au-lait-entier-nature-8x125g/pr-663236","adult","LA LAITIERE Yaourt au lait entier nature 8x125g","Ingrédients : Ingrédients : LAIT entier (94,1%), poudre de LAIT écrémé, ferments lactiques.","
            283
        ","
            67
        ","
            3.3
        ","
            2.2
        ","
            4.8
        ","
            4.7
        ","
            3.9
        ","
            0.15
        ","
            
        ","
            
        ","
            
        ","
            
        ","
            
        ","
            
        ","
            
        ","
            
        ","0","0","0","
            145
        ","0","
            18
        ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","Auchan","https://www.auchan.fr/gervita-fromage-blanc-mousse-nature-8x100g/pr-40630","adult","Gervita Fromage blanc mousse nature 8x100g","Fromage blanc au LAIT pasteurisé (75,3 %) crème (LAIT) (24,6 %) gélatine(non porcine) ferments lactiques (LAIT). LAIT : Origine France","
            558
        ","
            134
        ","
            10.2
        ","
            7.1
        ","
            3.7
        ","
            3.7
        ","
            6.9
        ","
            0.09
        ","
            7
        ","
            7
        ","
            15
        ","
            35
        ","
            1
        ","
            4
        ","
            14
        ","
            2
        ","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","Auchan","https://www.auchan.fr/auchan-yaourt-au-bifidus-nature-12x125g/pr-26449","adult","AUCHAN Yaourt au bifidus nature 12x125g","Lait  entier, lactose et protéines de lait (contient  lait ), ferments lactiques du yaourt (contient  lait ), Bifidobacterium (contient  lait ).","
            267
        ","
            64
        ","
            3.5
        ","
            2.1
        ","
            4.3
        ","
            4.3
        ","
            3.8
        ","
            0.1
        ",NA,NA,NA,NA,NA,NA,NA,NA,"
            0
        ",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","Auchan","https://www.auchan.fr/fjord-yaourt-fromage-blanc-nature-8x125g/pr-347993","adult","Fjord Yaourt fromage blanc nature  8x125g","LAIT entier crème (LAIT) protéines de LAIT ferments lactiques (LAIT)","
            489
        ","
            118
        ","
            10
        ","
            7
        ","
            3.9
        ","
            3.9
        ","
            3.1
        ","
            0.11
        ","
            
        ","
            
        ","
            
        ","
            
        ","
            
        ","
            
        ","
            
        ","
            
        ","0","0","0","
            107
        ","0","
            13
        ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","Auchan","https://www.auchan.fr/auchan-yaourt-nature-16x125g/pr-222685","adult","AUCHAN Yaourt nature 16x125g","Lait  partiellement écrémé, lactose  (lait)  et protéines de  lait , ferments lactiques  (lait).  Elaboré à partir de lait origine France.","
            191.2
        ","
            45.4
        ","
            1.4
        ","
            0.9
        ","
            4.2
        ","
            4.2
        ","
            4
        ","
            0.13
        ",NA,NA,NA,NA,NA,NA,NA,NA,"
            0
        ",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","Auchan","https://www.auchan.fr/danone-1919-yaourt-lait-entier-nature-4x125g/pr-160157","adult","Danone 1919 Yaourt lait entier nature 4x125g","LAIT entier (97,5%) LAIT écrémé concentré ou en poudre ferments lactiques (LAIT) LAIT : Origine France","
            269
        ","
            64
        ","
            3.5
        ","
            2.2
        ","
            4.7
        ","
            4.7
        ","
            3.5
        ","
            0.13
        ","
            4
        ","
            4
        ","
            6
        ","
            14
        ","
            2
        ","
            7
        ","
            9
        ","
            3
        ","0","0","0","
            125
        ","0","
            15
        ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","Auchan","https://www.auchan.fr/auchan-yaourt-nature-4x125g/pr-23266","adult","AUCHAN Yaourt nature 4x125g","Lait  partiellement écrémé, lactose  (lait)&#xa0; et protéines de  lait  , ferments lactiques  (lait).  Elaboré à partir de lait origine France.","
            191.2
        ","
            45.4
        ","
            1.4
        ","
            0.9
        ","
            4.2
        ","
            4.2
        ","
            4
        ","
            0.13
        ",NA,NA,NA,NA,NA,NA,NA,NA,"
            0
        ",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","Auchan","https://www.auchan.fr/vrai-yaourt-nature-bio-au-lait-de-chevre-2x125g/pr-647905","adult","VRAI Yaourt nature bio au lait de chèvre 2x125g","Ingrédients : LAIT de chèvre* concentré, ferments lactiques sélectionnés.  *Issus de l'agriculture biologique","
            321
        ","
            77
        ","
            4.9
        ","
            3.8
        ","
            3.5
        ","
            3.5
        ","
            4.7
        ","
            0.07
        ",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","Auchan","https://www.auchan.fr/auchan-bio-yaourt-nature-au-lait-de-brebis-2x125g/pr-38126","adult","AUCHAN BIO Yaourt nature au lait de brebis 2x125g","Lait*  de brebis à 3% de matière grasse, ferments lactiques (contient  lait ) * biologique Elaboré à partir de lait origine France","
            279
        ","
            67
        ","
            3
        ","
            2.2
        ","
            4.4
        ","
            3
        ","
            5.5
        ","
            0.13
        ",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","Auchan","https://www.auchan.fr/perle-de-lait-yaourt-nature-4x125g/pr-316859","adult","PERLE DE LAIT Yaourt nature 4x125g","Ingrédients : LAIT écrémé - CREME - Amidon transformé de riz - Poudre de LAIT écrémé - Ferments lactiques (LAIT). LAIT d’origine France","
            463
        ","
            111
        ","
            8.9
        ","
            5.9
        ","
            3.7
        ","
            2.8
        ","
            3.2
        ","
            0.13
        ",NA,NA,NA,NA,NA,NA,NA,NA,"
            0.1
        ",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","Auchan","https://www.auchan.fr/auchan-bio-yaourt-nature-au-lait-entier-4x125g/pr-364831","adult","AUCHAN BIO Yaourt nature au lait entier 4x125g","lait  entier*,  lait  en poudre écrémé*, ferments lactiques (contient  lait ). * biologique","
            268.75
        ","
            64.25
        ","
            3.45
        ","
            2.4
        ","
            4.5
        ","
            4.5
        ","
            3.8
        ","
            0.15
        ",NA,NA,NA,NA,NA,NA,NA,NA,"
            0
        ",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","Auchan","https://www.auchan.fr/gervita-fromage-blanc-mousse-nature-4x100g/pr-22302","adult","Gervita Fromage blanc mousse nature 4x100g","Fromage blanc au LAIT pasteurisé (75,3 %) crème (LAIT) (24,6 %) gélatine(non porcine) ferments lactiques (LAIT) LAIT : Origine France","
            558
        ","
            133
        ","
            10.2
        ","
            7.1
        ","
            3.7
        ","
            3.7
        ","
            6.9
        ","
            0.09
        ","
            7
        ","
            7
        ","
            15
        ","
            35
        ","
            1
        ","
            4
        ","
            14
        ","
            2
        ","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","Auchan","https://www.auchan.fr/activia-yaourt-bifidus-nature-12x125g/pr-950734","adult","Activia Yaourt bifidus nature  12x125g","LAIT entier (96%) LAIT écrémé concentré ou en poudre ferments lactiquesdont bifidobactérium (Bifidus ActiRegularis) (LAIT)","
            258
        ","
            62
        ","
            3.4
        ","
            2.2
        ","
            4.4
        ","
            4.4
        ","
            3.4
        ","
            0.12
        ",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","
            119
        ","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","Auchan","https://www.auchan.fr/les-2-vaches-yaourt-bio-0-nature-brasse-4x115g/pr-21977","adult","Les 2 vaches Yaourt bio 0% nature brassé 4x115g","LAIT écrémé bio (94,7%), poudre de LAIT écrémé*, ferments lactiques&#xa0;&#xa0;&#xa0;&#xa0;&#xa0;&#xa0;&#xa0;*Issu de l'agriculture biologique","
            199
        ","
            47
        ","
            0.1
        ","
            0.05
        ","
            6.5
        ","
            6.5
        ","
            5
        ","
            0.18
        ","
            3
        ","
            3
        ","
            1
        ","
            1
        ","
            3
        ","
            8
        ","
            12
        ","
            3
        ","0","0","0","
            176
        ","0","
            25
        ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","Auchan","https://www.auchan.fr/activia-yaourt-bifidus-nature-16x125g/pr-715634","adult","Activia Yaourt bifidus nature  16x125g","LAIT entier (96%) LAIT écrémé concentré ou en poudre ferments lactiquesdont bifidobactérium (Bifidus ActiRegularis) (LAIT)","
            258
        ","
            62
        ","
            3.4
        ","
            2.2
        ","
            4.4
        ","
            4.4
        ","
            3.4
        ","
            0.12
        ",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","
            119
        ","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","Auchan","https://www.auchan.fr/auchan-yaourt-nature-au-sucre-de-canne-4x125g/pr-284257","adult","AUCHAN Yaourt nature au sucre de canne 4x125g","Lait  entier 90% , sucre de canne 8,2% , poudre de  lait ,  minéraux du  lait,  ferments  lactiques .   Elaboré à partir de lait origine France.","
            354.7
        ","
            84.4
        ","
            3.2
        ","
            2
        ","
            10.9
        ","
            10.9
        ","
            3
        ","
            0.1
        ",NA,NA,NA,NA,NA,NA,NA,NA,"
            0
        ",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","Auchan","https://www.auchan.fr/activia-bio-yaourt-bifidus-nature-4x125g/pr-293593","adult","Activia bio Yaourt bifidus nature 4x125g","LAIT : Origine France (issu de l'agriculture biologique)","
            260
        ","
            62
        ","
            3.4
        ","
            2.4
        ","
            4.5
        ","
            4.5
        ","
            3.4
        ","
            0.13
        ","
            3
        ","
            3
        ","
            
        ","
            
        ","
            
        ","
            
        ","
            
        ","
            
        ","0","0","0","
            120
        ","0","
            15
        ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","Auchan","https://www.auchan.fr/perle-de-lait-yaourt-nature-8x125g/pr-322310","adult","PERLE DE LAIT Yaourt nature 8x125g","Ingrédients : LAIT écrémé - Crème - Amidon transformé de riz - Poudre de LAIT écrémé - Ferments lactiques (LAIT). LAIT d’origine France","
            463
        ","
            111
        ","
            8.9
        ","
            5.9
        ","
            3.7
        ","
            2.8
        ","
            3.2
        ","
            0.13
        ",NA,NA,NA,NA,NA,NA,NA,NA,"
            0.1
        ",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","Auchan","https://www.auchan.fr/la-laitiere-yaourt-brasse-nature-4x120g/pr-316798","adult","LA LAITIERE Yaourt brassé nature 4x120g","Ingrédients : Ingrédients :  LAIT* entier (95,9%), protéines de LAIT, poudre de LAIT* écrémé, ferments lactiques. *LAIT origine France","
            318
        ","
            76
        ","
            3.6
        ","
            2.4
        ","
            4.5
        ","
            4.5
        ","
            4.9
        ","
            0.17
        ",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","Auchan","https://www.auchan.fr/activia-bio-yaourt-bifidus-nature-8x125g/pr-293592","adult","Activia bio Yaourt bifidus nature 8x125g","LAIT : Origine France (issu de l'agriculture biologique)","
            260
        ","
            62
        ","
            3.4
        ","
            2.4
        ","
            4.5
        ","
            4.5
        ","
            3.4
        ","
            0.13
        ","
            3
        ","
            3
        ","
            
        ","
            
        ","
            
        ","
            
        ","
            
        ","
            
        ","0","0","0","
            120
        ","0","
            15
        ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","Auchan","https://www.auchan.fr/fjord-yaourt-fromage-blanc-nature-4x125g/pr-347995","adult","Fjord Yaourt fromage blanc nature  4x125g","LAIT entier crème (LAIT) protéines de LAIT ferments lactiques (LAIT)","
            489
        ","
            118
        ","
            10
        ","
            7
        ","
            3.9
        ","
            3.9
        ","
            3.1
        ","
            0.11
        ","
            
        ","
            
        ","
            
        ","
            
        ","
            
        ","
            
        ","
            
        ","
            
        ","0","0","0","
            107
        ","0","
            13
        ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","Auchan","https://www.auchan.fr/perle-de-lait-yaourt-nature-4x125g-offre-decouverte/pr-328535","adult","PERLE DE LAIT Yaourt nature 4x125g offre découverte","Ingrédients : LAIT écrémé - CREME - Amidon transformé de riz - Poudre de LAIT écrémé - Ferments lactiques (LAIT). LAIT d’origine France","
            463
        ","
            111
        ","
            8.9
        ","
            5.9
        ","
            3.7
        ","
            2.8
        ","
            3.2
        ","
            0.13
        ",NA,NA,NA,NA,NA,NA,NA,NA,"
            0.1
        ",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
