"shop";"url";"type";"name";"ingredients";"val.energ.kcalp100";"val.energ.pkcalpj";"val.energ.kjp100";"val.energ.pkjpj";"mat.grasses.gp100";"dont.acides.gras.satures.gp100";"mat.grasses.ppj";"dont.acides.gras.satures.ppj";"glucides.gp100";"dont.sucres.gp100";"glucides.ppj";"dont.sucres.ppj";"proteines.gp100";"proteines.ppj";"sel.gp100";"sel.ppj";"a.folique.mcgp100";"a.folique.ppj";"a.pantothenique.mgp100";"a.pantothenique.ppj";"amidon.gp100";"amidon.ppj";"calcium.mgp100";"calcium.ppj";"chlorure.mgp100";"chlorure.ppj";"cuivre.mgp100";"cuivre.ppj";"f.aliment.gp100";"f.aliment.ppj";"fer.mgp100";"fer.ppj";"fluorure.mgp100";"fluorure.ppj";"iode.mcgp100";"iode.ppj";"magnesium.mgp100";"magnesium.ppj";"manganese.mgp100";"manganese.ppj";"niacine.mgp100";"niacine.ppj";"phosphore.mgp100";"phosphore.ppj";"potassium.mgp100";"potassium.ppj";"riboflavine.mgp100";"riboflavine.ppj";"thiamine.mgp100";"thiamine.ppj";"vitamine.a.mcgp100";"vitamine.a.ppj";"vitamine.b12.mcgp100";"vitamine.b12.ppj";"vitamine.b6.mgp100";"vitamine.b6.ppj";"vitamine.c.mgp100";"vitamine.c.ppj";"vitamine.d.mcgp100";"vitamine.d.ppj";"vitamine.e.mgp100";"vitamine.e.ppj";"vitamine.k.mcgp100";"vitamine.k.ppj";"zinc.mgp100";"zinc.ppj"
"Auchan";"https://www.auchan.fr/discount-fromage-frais-a-la-vanille-4x100g/pr-184582";"adult";"DISCOUNT Fromage frais à la vanille 4x100g";"Fromage blanc au lait entier pasteurisé, sucre, eau, arômes, amidon modifié, sirop de glucose-fructose, épaississants:E412-E440I.";127;NA;0;0;5,8;0;NA;0;13,6;0;NA;0;5,1;NA;0;0;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/alsace-lait-fromage-blanc-4x100g/pr-547366";"adult";"ALSACE LAIT Fromage blanc 4x100g";"LAIT&#xa0;pasteurisé, CREME pasteurisée : 8,6%, ferments LACTIQUES. (*Origine des matières laitières : France)";71;4;299;4;2,8;1,9;5;12;5,1;5,1;2;7;6,4;16;0,09;2;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/alsace-lait-fromage-blanc-nature-500g/pr-20624";"adult";"ALSACE LAIT Fromage blanc nature 500g";"LAIT&NBSP;pasteurisé,&#xa0;CREME fraîche pasteurisée 25%, ferments&#xa0;LACTIQUES (*Origine des matières laitières : France)";116;7;485;7;8;5,4;14;34;4,6;4,6;2;6;6,5;16;0,09;2;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/alsace-lait-fromage-blanc-1kg/pr-20629";"adult";"ALSACE LAIT Fromage blanc 1kg";"LAIT pasteurisé, CREME fraîche pasteurisée, ferments LACTIQUES. (*Origine des matières laitières : France).";71;4;299;4;2,8;1,9;5;12;5,1;5,1;2;7;6,4;16;0,09;2;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/alsace-lait-fromage-blanc-nature-1kg/pr-48934";"adult";"ALSACE LAIT Fromage blanc nature 1kg";"LAIT&#xa0;pasteurisé,&#xa0;CREME fraîche pasteurisée, ferments LACTIQUES. (Origine des matières laitières : France)";116;7;485;7;8;5,4;14;34;4,6;4,6;2;6;6,5;16;0,09;2;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/lait-du-forez-sarasson-fromage-frais-assaisonne-500g/pr-24211";"adult";"LAIT DU FOREZ Sarasson fromage frais assaisonné 500g";"Lait entier pasteurisé (origine : France), crème pasteurisée (origine : France), sel, poivre, échalote, cerfeuil, présure, ferments lactiques sélectionnés.";102;NA;426;NA;7;4,7;NA;NA;4,8;4,8;NA;NA;5;NA;1,1;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/auchan-fromage-blanc-allege-0-mg-9x20g/pr-794824";"adult";"AUCHAN Fromage blanc allégé 0%MG 9x20g";"Fromage blanc ( lait  écrémé pasteurisé et ferments lactiques).";206;NA;48;NA;0,5;0,2;NA;NA;5;5;NA;NA;7,1;NA;0,09;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/la-bressane-fromage-frais-en-faisselle-6x100g/pr-26388";"adult";"La Bressane Fromage frais en faisselle 6x100g";"LAIT* écrémé pasteurisé,&#xa0;CREME* pasteurisée, poudre de LAIT* écrémé, ferments, présure.LAIT : origine FRANCE";89;NA;338;NA;4,5;3,3;NA;NA;5,9;4,5;NA;NA;4,3;NA;0,2;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/la-ferme-du-prieure-faisselle-lait-entier-pasteurise-6x120g/pr-92500152";"adult";"La Ferme du Prieuré faisselle lait entier pasteurisé 6x120g";"lait de vache entier pasteurisé, ferment lactique, présure";94;NA;392;NA;7;5;NA;NA;4;4;NA;NA;4,5;NA;0,02;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/calin-fromage-blanc-nature-450g/pr-658718";"adult";"CALIN Fromage blanc nature 450g";"Ingrédients : LAIT écrémé partiellement déshydraté - LAIT écrémé - CREME - Concentré des minéraux du LAIT - Ferments LACTIQUES (LAIT) - Vitamine D. LAIT D'ORIGINE FRANCE";80;NA;335;NA;3,2;2,2;NA;NA;6,6;6,6;NA;NA;5,3;NA;0,12;NA;NA;NA;NA;NA;NA;NA;240;30;NA;NA;NA;NA;0,1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;100;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/alsace-lait-fromage-blanc-battu-100g/pr-11823";"adult";"ALSACE LAIT Fromage blanc battu 100g";"LAIT pasteurisé, CREME fraîche pasteurisée, ferments LACTIQUES. (*Origine des matières laitières : France)";71;4;299;4;2,8;1,9;5;12;5,1;5,1;2;7;6,4;16;0,09;2;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/auchan-fromage-blanc-7-8-1kg/pr-21799";"adult";"AUCHAN Fromage blanc 7.8% 1kg";"Lait  écrémé pasteurisé ; crème pasteurisée (contient  lait ); ferments lactiques (contient  lait ).";110;NA;457;NA;7,8;5,1;NA;NA;2,9;2,9;NA;NA;7;NA;0,1;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/alsace-lait-bibelskaes-aux-fines-herbes-2x125g/pr-656050";"adult";"ALSACE LAIT Bibelskaes aux fines herbes 2x125g";"LAIT&NBSP;pasteurisé,&#xa0;CREME fraîche pasteurisée : 25%, fines herbes (persil, ciboulette, cerfeuil, échalote, ail) : 2,5%, sel, poivre, épaississant : xanthane, correcteur d'acidité : acide citrique, conservateur : sorbate de potassium, ferments LACTIQUES. (*Origine : France)";115;7;480;7;8,1;5,5;14;35;4,5;4,5;2;6;6,1;15;0,8;17;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/danone-fromage-blanc-nature-3-2-mg-8x125g/pr-160214";"adult";"Danone  Fromage blanc nature 3,2% MG  8x125g";"LAIT écrémé et crème (LAIT) pasteurisés ferments lactiques (LAIT) LAIT : Origine France";75;4;316;4;3,2;2,2;5;11;3,9;3,9;2;4;7,7;15;0,09;2;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/rians-faisselle-500g/pr-22672";"adult";"RIANS Faisselle 500g";"Présure animaleLAIT entier pasteuriséFerments lactiques";74;NA;307;NA;4,5;2,9;NA;NA;4,7;4,3;NA;NA;3,6;NA;0,12;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/le-ventoux-faisselle-au-lait-de-vache-bio-4x100g/pr-543021";"adult";"Le Ventoux Faisselle au lait de vache bio 4x100g";"LAIT ENTIER PASTEURISE DE VACHE BIO(ORIGINE FRANCE) LACTOSERUM(LAIT), FERMENTS(LAIT),PRESURE.";100;NA;416;NA;6,5;4,7;NA;NA;5,2;2,7;NA;NA;5,1;NA;0,07;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/bressane-faisselle-1kg/pr-26551";"adult";"Bressane Faisselle 1kg";"LAIT* écrémé pasteurisé,&#xa0;CREME* pasteurisée, poudre de LAIT* écrémé, ferments, présure.Lait : origine FRANCE";78;NA;326;NA;4,5;3,3;NA;NA;5,3;5,2;NA;NA;4,1;NA;0,2;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/calin-fromage-blanc-onctueux-et-doux-nature-3-2-mg-1kg/pr-149259";"adult";"Calin fromage blanc onctueux et doux nature 3,2%mg 1kg";"Ingrédients : LAIT écrémé et CREME pasteurisés - Poudre de LAIT écrémé – Protéines de LAIT - Ferments LACTIQUES (LAIT). LAIT d’origine France.- LAIT D’ORIGINE FRANCE";77;NA;322;NA;3,3;2,2;NA;NA;4,4;4,4;NA;NA;7;NA;0,14;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0,1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/vrai-fromage-blanc-bio-au-lait-de-chevre-400g/pr-642524";"adult";"VRAI Fromage blanc bio au lait de chèvre 400g";"Ingrédients : LAIT de chèvre pasteurisé*, ferments lactiques (LAIT)  *Issus de l'agriculture biologique";93;NA;386;NA;6,4;4,5;NA;NA;2,9;2,9;NA;NA;5,9;NA;0,08;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/auchan-essentiel-fromage-blanc-4x100g/pr-24266";"adult";"AUCHAN ESSENTIEL Fromage blanc 4x100g";"Lait  demi écrémé pasteurisé, protéines de  lait , ferments lactiques (contient  lait ). Elaboré à partir de lait origine France.";66;NA;276;NA;3;2;NA;NA;2,8;2,8;NA;NA;6,9;NA;0,1;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/mamie-nova-fromage-blanc-au-sucre-de-canne-8x100g/pr-195356";"adult";"MAMIE NOVA Fromage blanc au sucre de canne 8x100g";"Ingrédients : LAIT entier et CREME pasteurisés, sucre de canne roux 6,5 %, protéines de LAIT, ferments lactiques (LAIT)";121;NA;507;NA;6,8;4,4;NA;NA;9,4;9,4;NA;NA;5,6;NA;0,27;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/vrai-yaourt-brasse-nature-4x100g/pr-373028";"adult";"VRAI Yaourt brassé nature 4x100g";"Ingrédients : LAIT entier*, LAIT écrémé en poudre*, ferments lactiques sélectionnés.  *Issus de l'agriculture biologique";74;NA;312;NA;3,6;2,4;NA;NA;6;6;NA;NA;4,5;NA;0,13;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/laiterie-les-fayes-fromage-blanc-des-limousins-3-2-mg-750g/pr-316231";"adult";"Laiterie Les Fayes Fromage blanc des Limousins 3,2%MG 750g";"LAIT&#xa0;pasteurisé, ferments lactiques";74;NA;312;NA;3,2;2,24;NA;NA;3,9;3,9;NA;NA;7,5;NA;0,07;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/pechalou-yaourt-brasse-bio-nature-4x125g/pr-309070";"adult";"PECHALOU Yaourt brassé bio nature 4x125g";"LAIT entier* 98 % - LAIT écrémé en poudre* - ferments lactiques du yaourt.";65;NA;271;NA;3,7;2,5;NA;NA;4;4;NA;NA;3,7;NA;0,13;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/danone-fromage-blanc-nature-3-2-mg-4x100g/pr-160210";"adult";"Danone Fromage blanc nature 3,2% MG  4x100g";"LAIT écrémé et crème (LAIT) pasteurisés ferments lactiques (LAIT) LAIT : Origine France";75;4;316;4;3,2;2,2;5;11;3,9;3,9;2;4;7,7;15;0,09;2;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/ferme-collet-faisselle-moulee-a-la-louche-6-mg-6x100g/pr-29153";"adult";"Ferme Collet Faisselle moulée à la louche 6%mg 6x100g";"&#xa0;LAIT entier de montagne pasteurisé (origine: France),CRèME (origine : France), présure, ferments LACTIQUES.Contient plus de 82% d'humidité";88;NA;367;NA;6;4,5;NA;NA;4,5;3;NA;NA;4;NA;0,11;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/malo-fromage-frais-20-nature-4x100g/pr-21116";"adult";"MALO Fromage Frais 20 % nature 4x100g";"LAIT écrémé pasteurisé , LAIT entier pasteurisé, conservateur : sorbate de potassium, présure, ferments LACTIQUES.";63;NA;264;NA;3;2;NA;NA;3,2;3,2;NA;NA;5,8;NA;0,09;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/alsace-lait-fromage-blanc-4x100g/pr-300826";"adult";"ALSACE LAIT Fromage blanc 4x100g";"LAIT pasteurisé, CREME pasteurisée : 24,6% , ferments LACTIQUES. (*Origine des matières laitières : France)";112;NA;467;NA;7,8;5,3;NA;NA;4,8;4,8;NA;NA;5,7;NA;0,09;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/alsace-lait-bibelskaes-nature-2x125g/pr-27743";"adult";"ALSACE LAIT Bibelskaes nature 2x125g";"LAIT&#xa0;pasteurisé, CREME* fraîche pasteurisée 25%, ferments LACTIQUES(*Origine des matières laitières : France)";116;NA;152;NA;8;5,4;NA;NA;4,6;4,6;NA;NA;6,5;NA;0,09;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/rians-faisselle-bio-4-6-mg-4x100g/pr-261503";"adult";"RIANS Faisselle bio 4.6% MG 4x100g";"LAIT entier, LAIT écrémé en poudre, ferments lactiquesIngrédient d'origine France issus de l'agriculture Biologique&#xa0;";76;NA;318;NA;4,6;2,7;NA;NA;4,8;4,8;NA;NA;3,9;NA;0,1;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/bressane-caille-frais-1kg/pr-13207";"adult";"BRESSANE Caillé frais 1kg";"LAIT* écrémé pasteurisé, CREME* pasteurisée, poudre de LAIT* écrémé, ferments, présure.LAIT : origine FRANCE";81;NA;338;NA;4,8;3;NA;NA;5,4;5,4;NA;NA;4,1;NA;0,2;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/discount-yaourt-nature-au-lait-de-brebis-4x125g/pr-222761";"adult";"DISCOUNT Yaourt nature au lait de brebis 4x125g";"LAIT&#xa0;de brebis partiellement écrémé (origine : France), ferments lactiques.";80;4;334;4;3,8;2,2;5;11;5,4;5,4;2;6;6,1;12;0,16;3;NA;NA;NA;NA;NA;NA;231;29;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/vrai-yaourt-myrtilles-bio-au-lait-de-chevre-2x115g/pr-222707";"adult";"VRAI Yaourt myrtilles bio au lait de chèvre 2x115g";"Ingrédients : LAIT de chèvre*, myrtille* 8%, sucre de canne non raffiné* 6,8%, amidon de tapioca*, arôme naturel*, épaississant : farine de graines de caroube*, jus concentré de citron*, ferments lactiques sélectionnés (LAIT)  *Issus de l'agriculture biologique";96;NA;402;NA;4;2,8;NA;NA;11;10,3;NA;NA;3,8;NA;0,08;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/auchan-bio-faiselle-4x100g/pr-20764";"adult";"AUCHAN BIO Faiselle 4x100g";"Lait  entier pasteurisé *, ferments lactiques (contient  lait ), présure. &#xa0;* biologique Elaboré à partir de lait origine France";72;NA;301;NA;4,5;3,1;NA;NA;4,2;3,6;NA;NA;3,7;NA;0,13;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/vrai-yaourt-brasse-bio-au-lait-de-chevre-abricot-2x115g/pr-222705";"adult";"Vrai yaourt brassé bio au lait de chèvre abricot 2x115g";"Ingrédients : LAIT de chèvre*, abricot* 8%, sucre de canne non raffiné* 6,8%, amidon de tapioca*, arôme naturel*, épaississant : farine de graine de caroube*, jus concentré de citron*, ferments lactiques sélectionnés (LAIT).  *Issu de l'agriculture biologique";94;NA;393;NA;4;2,8;NA;NA;10,5;10;NA;NA;3,8;NA;0,08;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/la-bressane-fromage-frais-en-faisselle-6x125g/pr-219221";"adult";"La Bressane Fromage frais en faisselle 6x125g";"LAIT* écrémé pasteurisé, CREME* pasteurisée, poudre de LAIT* écrémé, ferments, présure.";89;NA;338;NA;4,5;3,3;NA;NA;5,9;4,5;NA;NA;4,3;NA;0,2;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/discount-fromage-blanc-20-mg-1kg/pr-181808";"adult";"DISCOUNT Fromage blanc 20%MG 1kg";"Lait demi-écrémé pasteurisé, ferments lactiques.";73;NA;305;NA;3,1;2;NA;NA;3,9;3,9;NA;NA;7,3;NA;0,1;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/gerentes-fromage-frais-au-lait-de-montagne-3kg/pr-92500039";"adult";"GERENTES Fromage frais au lait de montagne 3kg";"LAIT écrémé et CREME pasteurisés de vache, ferments LACTIQUES";117;NA;488;NA;7,8;4,7;NA;NA;3,2;3,1;NA;NA;8,5;NA;0,1;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/gerentes-fromage-blanc-au-lait-de-montagne-1kg/pr-92500038";"adult";"GERENTES Fromage blanc au lait de montagne 1kg";"LAIT écrémé et CREME pasteurisés de vache, ferments LACTIQUES";77;NA;321;NA;3,3;1,9;NA;NA;3,2;3,1;NA;NA;8,5;NA;0,1;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/pur-natur-yaourt-brasse-nature-bio-500g/pr-314713";"adult";"PUR NATUR Yaourt brassé nature bio 500g";"LAIT entier*, LAIT écrémé en poudre*, ferments vivants.&#xa0;";75;NA;313;NA;3,8;2,4;NA;NA;5,7;5,7;NA;NA;4,3;NA;0,1;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
